ID,Epic,Module,User Story,Actor,Loại FP,Độ phức tạp,Function Points
EP01-113,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn sao chép nhanh giá trị đo để dùng trong biểu mẫu nghiệp vụ khác.",Người dùng,EO,Simple,4
EP01-114,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn lưu cấu hình sử dụng gần nhất của Đo khoảng cách & diện tích để làm việc nhanh hơn trong lần sau.",Người dùng,EI,Simple,3
EP01-115,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn xem lịch sử thao tác trong Đo khoảng cách & diện tích để truy vết thay đổi khi cần.",Người dùng,EO,Average,5
EP01-116,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn export dữ liệu/kết quả từ Đo khoảng cách & diện tích để chia sẻ cho bên liên quan.",Người dùng,EO,Average,5
EP01-117,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn phân quyền sử dụng Đo khoảng cách & diện tích theo vai trò để đảm bảo an toàn dữ liệu.",Người dùng,EI,Complex,6
EP01-118,"EPIC-01
Hiển thị & Tương tác Bản đồ",Đo khoảng cách & diện tích,"Là người dùng, tôi muốn nhận cảnh báo khi Đo khoảng cách & diện tích phát sinh lỗi để xử lý kịp thời.",Người dùng,EO,Complex,7
EP01-119,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn xuất bản đồ hiện tại sang PNG để chèn vào tài liệu báo cáo.",Cán bộ quản lý,EO,Average,5
EP01-120,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn xuất bản đồ sang PDF để lưu trữ và in ấn theo chuẩn văn bản.",Cán bộ quản lý,EO,Complex,7
EP01-121,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn kèm legend khi xuất bản đồ để người nhận hiểu ý nghĩa ký hiệu.",Cán bộ quản lý,EO,Average,5
EP01-122,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn kèm tỷ lệ bản đồ trong file xuất để đảm bảo khả năng tham chiếu.",Cán bộ quản lý,EO,Average,5
EP01-123,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn chèn tiêu đề, đơn vị và thời gian xuất lên bản đồ để chuẩn hóa mẫu báo cáo.",Cán bộ quản lý,EI,Average,4
EP01-124,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn chọn khổ giấy và hướng trang trước khi xuất để phù hợp mục đích sử dụng.",Cán bộ quản lý,EI,Average,4
EP01-125,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn tạo link URL chia sẻ trạng thái bản đồ hiện tại để đồng nghiệp xem cùng một bối cảnh.",Cán bộ quản lý,EO,Complex,7
EP01-126,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn giới hạn thời hạn hiệu lực của link chia sẻ để tăng an toàn thông tin.",Cán bộ quản lý,EI,Complex,6
EP01-127,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn chia sẻ kèm bộ lọc, tâm bản đồ và mức zoom hiện tại để tái hiện đúng màn hình.",Cán bộ quản lý,EO,Complex,7
EP01-128,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn bật watermark trên file xuất để nhận diện nguồn phát hành nội bộ.",Cán bộ quản lý,EI,Average,4
EP01-129,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn xem trước file xuất trước khi tải về để giảm thao tác làm lại.",Cán bộ quản lý,EO,Average,5
EP01-130,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn lưu mẫu cấu hình xuất bản đồ để tái sử dụng cho các báo cáo định kỳ.",Cán bộ quản lý,EI,Average,4
EP01-131,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Xuất & chia sẻ bản đồ để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP01-132,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Xuất & chia sẻ bản đồ để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP01-133,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Xuất & chia sẻ bản đồ để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP01-134,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Xuất & chia sẻ bản đồ theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP01-135,"EPIC-01
Hiển thị & Tương tác Bản đồ",Xuất & chia sẻ bản đồ,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Xuất & chia sẻ bản đồ phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP02-001,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn xem danh sách Quản lý danh mục Cấu hình hệ thống để theo dõi toàn bộ cấu hình hiện có.",Admin,EQ,Average,4
EP02-002,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn tìm kiếm Quản lý danh mục Cấu hình hệ thống theo từ khóa để truy xuất nhanh bản ghi cần thao tác.",Admin,EQ,Simple,3
EP02-003,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn lọc Quản lý danh mục Cấu hình hệ thống theo trạng thái để thu hẹp dữ liệu theo nhu cầu quản trị.",Admin,EQ,Simple,3
EP02-004,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn tạo mới bản ghi trong Quản lý danh mục Cấu hình hệ thống để bổ sung thông tin cho hệ thống.",Admin,EI,Average,4
EP02-005,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn cập nhật thông tin trong Quản lý danh mục Cấu hình hệ thống để dữ liệu luôn chính xác.",Admin,EI,Average,4
EP02-006,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn ngừng sử dụng hoặc xóa mềm bản ghi trong Quản lý danh mục Cấu hình hệ thống để tránh dùng nhầm dữ liệu cũ.",Admin,EI,Average,4
EP02-007,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn xem chi tiết một bản ghi của Quản lý danh mục Cấu hình hệ thống để kiểm tra đầy đủ thuộc tính liên quan.",Admin,EQ,Average,4
EP02-008,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn kiểm tra trùng mã hoặc trùng tên khi lưu dữ liệu Quản lý danh mục Cấu hình hệ thống để đảm bảo tính duy nhất.",Admin,EI,Complex,6
EP02-009,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn import dữ liệu cho Quản lý danh mục Cấu hình hệ thống từ Excel/CSV để tiết kiệm thời gian nhập liệu.",Admin,EI,Complex,6
EP02-010,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn export dữ liệu của Quản lý danh mục Cấu hình hệ thống ra Excel để phục vụ kiểm tra và đối soát.",Admin,EO,Average,5
EP02-011,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn ghi nhận lịch sử thay đổi của Quản lý danh mục Cấu hình hệ thống để truy vết thao tác quản trị.",Admin,EO,Complex,7
EP02-012,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn phân quyền xem/sửa/xóa trên Quản lý danh mục Cấu hình hệ thống để kiểm soát trách nhiệm sử dụng.",Admin,EI,Complex,6
EP02-013,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn cấu hình trạng thái hiệu lực cho Quản lý danh mục Cấu hình hệ thống để bật/tắt nhanh khi cần.",Admin,EI,Average,4
EP02-014,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn sắp xếp danh sách Quản lý danh mục Cấu hình hệ thống theo nhiều tiêu chí để rà soát dữ liệu thuận tiện hơn.",Admin,EQ,Simple,3
EP02-015,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn thực hiện thao tác hàng loạt trên Quản lý danh mục Cấu hình hệ thống để xử lý nhiều bản ghi cùng lúc.",Admin,EI,Complex,6
EP02-016,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn nhận cảnh báo khi dữ liệu Quản lý danh mục Cấu hình hệ thống thiếu trường bắt buộc để tránh lưu sai.",Admin,EO,Average,5
EP02-017,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Cấu hình hệ thống,"Là Admin, tôi muốn xem thống kê số lượng bản ghi theo trạng thái trong Quản lý danh mục Cấu hình hệ thống để đánh giá chất lượng dữ liệu.",Admin,EO,Average,5
EP02-018,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn xem danh sách Quản lý danh mục API Key để theo dõi toàn bộ cấu hình hiện có.",Admin,EQ,Average,4
EP02-019,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn tìm kiếm Quản lý danh mục API Key theo từ khóa để truy xuất nhanh bản ghi cần thao tác.",Admin,EQ,Simple,3
EP02-020,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn lọc Quản lý danh mục API Key theo trạng thái để thu hẹp dữ liệu theo nhu cầu quản trị.",Admin,EQ,Simple,3
EP02-021,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn tạo mới bản ghi trong Quản lý danh mục API Key để bổ sung thông tin cho hệ thống.",Admin,EI,Average,4
EP02-022,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn cập nhật thông tin trong Quản lý danh mục API Key để dữ liệu luôn chính xác.",Admin,EI,Average,4
EP02-023,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn ngừng sử dụng hoặc xóa mềm bản ghi trong Quản lý danh mục API Key để tránh dùng nhầm dữ liệu cũ.",Admin,EI,Average,4
EP02-024,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn xem chi tiết một bản ghi của Quản lý danh mục API Key để kiểm tra đầy đủ thuộc tính liên quan.",Admin,EQ,Average,4
EP02-025,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn kiểm tra trùng mã hoặc trùng tên khi lưu dữ liệu Quản lý danh mục API Key để đảm bảo tính duy nhất.",Admin,EI,Complex,6
EP02-026,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn import dữ liệu cho Quản lý danh mục API Key từ Excel/CSV để tiết kiệm thời gian nhập liệu.",Admin,EI,Complex,6
EP02-027,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn export dữ liệu của Quản lý danh mục API Key ra Excel để phục vụ kiểm tra và đối soát.",Admin,EO,Average,5
EP02-028,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn ghi nhận lịch sử thay đổi của Quản lý danh mục API Key để truy vết thao tác quản trị.",Admin,EO,Complex,7
EP02-029,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn phân quyền xem/sửa/xóa trên Quản lý danh mục API Key để kiểm soát trách nhiệm sử dụng.",Admin,EI,Complex,6
EP02-030,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn cấu hình trạng thái hiệu lực cho Quản lý danh mục API Key để bật/tắt nhanh khi cần.",Admin,EI,Average,4
EP02-031,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn sắp xếp danh sách Quản lý danh mục API Key theo nhiều tiêu chí để rà soát dữ liệu thuận tiện hơn.",Admin,EQ,Simple,3
EP02-032,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn thực hiện thao tác hàng loạt trên Quản lý danh mục API Key để xử lý nhiều bản ghi cùng lúc.",Admin,EI,Complex,6
EP02-033,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn nhận cảnh báo khi dữ liệu Quản lý danh mục API Key thiếu trường bắt buộc để tránh lưu sai.",Admin,EO,Average,5
EP02-034,"EPIC-02
Quản trị hệ thống",Quản lý danh mục API Key,"Là Admin, tôi muốn xem thống kê số lượng bản ghi theo trạng thái trong Quản lý danh mục API Key để đánh giá chất lượng dữ liệu.",Admin,EO,Average,5
EP02-035,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn xem danh sách Quản lý danh mục Nhóm quyền để theo dõi toàn bộ cấu hình hiện có.",Admin,EQ,Average,4
EP02-036,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn tìm kiếm Quản lý danh mục Nhóm quyền theo từ khóa để truy xuất nhanh bản ghi cần thao tác.",Admin,EQ,Simple,3
EP02-037,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn lọc Quản lý danh mục Nhóm quyền theo trạng thái để thu hẹp dữ liệu theo nhu cầu quản trị.",Admin,EQ,Simple,3
EP02-038,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn tạo mới bản ghi trong Quản lý danh mục Nhóm quyền để bổ sung thông tin cho hệ thống.",Admin,EI,Average,4
EP02-039,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn cập nhật thông tin trong Quản lý danh mục Nhóm quyền để dữ liệu luôn chính xác.",Admin,EI,Average,4
EP02-040,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn ngừng sử dụng hoặc xóa mềm bản ghi trong Quản lý danh mục Nhóm quyền để tránh dùng nhầm dữ liệu cũ.",Admin,EI,Average,4
EP02-041,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn xem chi tiết một bản ghi của Quản lý danh mục Nhóm quyền để kiểm tra đầy đủ thuộc tính liên quan.",Admin,EQ,Average,4
EP02-042,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn kiểm tra trùng mã hoặc trùng tên khi lưu dữ liệu Quản lý danh mục Nhóm quyền để đảm bảo tính duy nhất.",Admin,EI,Complex,6
EP02-043,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn import dữ liệu cho Quản lý danh mục Nhóm quyền từ Excel/CSV để tiết kiệm thời gian nhập liệu.",Admin,EI,Complex,6
EP02-044,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn export dữ liệu của Quản lý danh mục Nhóm quyền ra Excel để phục vụ kiểm tra và đối soát.",Admin,EO,Average,5
EP02-045,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn ghi nhận lịch sử thay đổi của Quản lý danh mục Nhóm quyền để truy vết thao tác quản trị.",Admin,EO,Complex,7
EP02-046,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn phân quyền xem/sửa/xóa trên Quản lý danh mục Nhóm quyền để kiểm soát trách nhiệm sử dụng.",Admin,EI,Complex,6
EP02-047,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn cấu hình trạng thái hiệu lực cho Quản lý danh mục Nhóm quyền để bật/tắt nhanh khi cần.",Admin,EI,Average,4
EP02-048,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn sắp xếp danh sách Quản lý danh mục Nhóm quyền theo nhiều tiêu chí để rà soát dữ liệu thuận tiện hơn.",Admin,EQ,Simple,3
EP02-049,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn thực hiện thao tác hàng loạt trên Quản lý danh mục Nhóm quyền để xử lý nhiều bản ghi cùng lúc.",Admin,EI,Complex,6
EP02-050,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn nhận cảnh báo khi dữ liệu Quản lý danh mục Nhóm quyền thiếu trường bắt buộc để tránh lưu sai.",Admin,EO,Average,5
EP02-051,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Nhóm quyền,"Là Admin, tôi muốn xem thống kê số lượng bản ghi theo trạng thái trong Quản lý danh mục Nhóm quyền để đánh giá chất lượng dữ liệu.",Admin,EO,Average,5
EP02-052,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn xem danh sách Quản lý danh mục Chức năng để theo dõi toàn bộ cấu hình hiện có.",Admin,EQ,Average,4
EP02-053,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn tìm kiếm Quản lý danh mục Chức năng theo từ khóa để truy xuất nhanh bản ghi cần thao tác.",Admin,EQ,Simple,3
EP02-054,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn lọc Quản lý danh mục Chức năng theo trạng thái để thu hẹp dữ liệu theo nhu cầu quản trị.",Admin,EQ,Simple,3
EP02-055,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn tạo mới bản ghi trong Quản lý danh mục Chức năng để bổ sung thông tin cho hệ thống.",Admin,EI,Average,4
EP02-056,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn cập nhật thông tin trong Quản lý danh mục Chức năng để dữ liệu luôn chính xác.",Admin,EI,Average,4
EP02-057,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn ngừng sử dụng hoặc xóa mềm bản ghi trong Quản lý danh mục Chức năng để tránh dùng nhầm dữ liệu cũ.",Admin,EI,Average,4
EP02-058,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn xem chi tiết một bản ghi của Quản lý danh mục Chức năng để kiểm tra đầy đủ thuộc tính liên quan.",Admin,EQ,Average,4
EP02-059,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn kiểm tra trùng mã hoặc trùng tên khi lưu dữ liệu Quản lý danh mục Chức năng để đảm bảo tính duy nhất.",Admin,EI,Complex,6
EP02-060,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn import dữ liệu cho Quản lý danh mục Chức năng từ Excel/CSV để tiết kiệm thời gian nhập liệu.",Admin,EI,Complex,6
EP02-061,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn export dữ liệu của Quản lý danh mục Chức năng ra Excel để phục vụ kiểm tra và đối soát.",Admin,EO,Average,5
EP02-062,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn ghi nhận lịch sử thay đổi của Quản lý danh mục Chức năng để truy vết thao tác quản trị.",Admin,EO,Complex,7
EP02-063,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn phân quyền xem/sửa/xóa trên Quản lý danh mục Chức năng để kiểm soát trách nhiệm sử dụng.",Admin,EI,Complex,6
EP02-064,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn cấu hình trạng thái hiệu lực cho Quản lý danh mục Chức năng để bật/tắt nhanh khi cần.",Admin,EI,Average,4
EP02-065,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn sắp xếp danh sách Quản lý danh mục Chức năng theo nhiều tiêu chí để rà soát dữ liệu thuận tiện hơn.",Admin,EQ,Simple,3
EP02-066,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn thực hiện thao tác hàng loạt trên Quản lý danh mục Chức năng để xử lý nhiều bản ghi cùng lúc.",Admin,EI,Complex,6
EP02-067,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn nhận cảnh báo khi dữ liệu Quản lý danh mục Chức năng thiếu trường bắt buộc để tránh lưu sai.",Admin,EO,Average,5
EP02-068,"EPIC-02
Quản trị hệ thống",Quản lý danh mục Chức năng,"Là Admin, tôi muốn xem thống kê số lượng bản ghi theo trạng thái trong Quản lý danh mục Chức năng để đánh giá chất lượng dữ liệu.",Admin,EO,Average,5
EP02-069,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xem danh sách bản ghi của Log API để giám sát hoạt động hệ thống.",Admin,EQ,Average,4
EP02-070,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn tìm kiếm bản ghi trong Log API theo mã giao dịch hoặc từ khóa để tra cứu nhanh.",Admin,EQ,Simple,3
EP02-071,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn lọc Log API theo thời gian, trạng thái và nguồn gọi để phân tích sự cố chính xác hơn.",Admin,EQ,Complex,6
EP02-072,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xem chi tiết từng bản ghi trong Log API để nắm rõ thông tin request/response.",Admin,EQ,Average,4
EP02-073,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn theo dõi thời gian xử lý và mã lỗi trong Log API để phát hiện điểm nghẽn.",Admin,EO,Average,5
EP02-074,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn export dữ liệu từ Log API ra Excel/CSV để phục vụ phân tích ngoại tuyến.",Admin,EO,Average,5
EP02-075,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn đánh dấu các bản ghi bất thường trong Log API để ưu tiên xử lý.",Admin,EI,Average,4
EP02-076,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn cấu hình thời gian lưu trữ của Log API để tối ưu dung lượng dữ liệu.",Admin,EI,Average,4
EP02-077,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xóa hoặc lưu trữ lạnh dữ liệu cũ của Log API theo chính sách retention.",Admin,EI,Complex,6
EP02-078,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xem biểu đồ xu hướng phát sinh của Log API theo ngày/tuần/tháng để đánh giá tải hệ thống.",Admin,EO,Complex,7
EP02-079,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn nhận cảnh báo khi Log API vượt ngưỡng lỗi cho phép để phản ứng kịp thời.",Admin,EO,Complex,7
EP02-080,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn đối chiếu Log API với người dùng hoặc API key liên quan để truy nguyên nguồn phát sinh.",Admin,EQ,Complex,6
EP02-081,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xem địa chỉ IP, thiết bị hoặc hệ thống gọi trong Log API để phục vụ kiểm tra an toàn thông tin.",Admin,EQ,Average,4
EP02-082,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn phân quyền truy cập vào Log API vì đây là dữ liệu nhạy cảm của hệ thống.",Admin,EI,Complex,6
EP02-083,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn gom nhóm bản ghi trong Log API theo loại lỗi để xác định nguyên nhân phổ biến.",Admin,EO,Complex,7
EP02-084,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn xem nhật ký thao tác liên quan trước và sau một bản ghi của Log API để phân tích chuỗi sự kiện.",Admin,EQ,Complex,6
EP02-085,"EPIC-02
Quản trị hệ thống",Log API,"Là Admin, tôi muốn tải lại dữ liệu chi tiết của một bản ghi Log API khi cần kiểm tra đối soát sâu hơn.",Admin,EIF,Average,7
EP02-086,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xem danh sách bản ghi của Nhật ký sử dụng hệ thống để giám sát hoạt động hệ thống.",Admin,EQ,Average,4
EP02-087,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn tìm kiếm bản ghi trong Nhật ký sử dụng hệ thống theo mã giao dịch hoặc từ khóa để tra cứu nhanh.",Admin,EQ,Simple,3
EP02-088,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn lọc Nhật ký sử dụng hệ thống theo thời gian, trạng thái và nguồn gọi để phân tích sự cố chính xác hơn.",Admin,EQ,Complex,6
EP02-089,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xem chi tiết từng bản ghi trong Nhật ký sử dụng hệ thống để nắm rõ thông tin request/response.",Admin,EQ,Average,4
EP02-090,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn theo dõi thời gian xử lý và mã lỗi trong Nhật ký sử dụng hệ thống để phát hiện điểm nghẽn.",Admin,EO,Average,5
EP02-091,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn export dữ liệu từ Nhật ký sử dụng hệ thống ra Excel/CSV để phục vụ phân tích ngoại tuyến.",Admin,EO,Average,5
EP02-092,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn đánh dấu các bản ghi bất thường trong Nhật ký sử dụng hệ thống để ưu tiên xử lý.",Admin,EI,Average,4
EP02-093,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn cấu hình thời gian lưu trữ của Nhật ký sử dụng hệ thống để tối ưu dung lượng dữ liệu.",Admin,EI,Average,4
EP02-094,"EPIC-02
Quản trị hệ thống",Nhật ký sử dụng hệ thống,"Là Admin, tôi muốn xóa hoặc lưu trữ lạnh dữ liệu cũ của Nhật ký sử dụng hệ thống theo chính sách retention.",Admin,EI,Complex,6
